Q202042	euskaltzaindia
Q557207	pata
Q367489	ricky_tognazzi
Q31145797	q
Q425821	mark_ronson
Q28048069	elizabeth_craven_n_e_berkeley_margravine_of_brandenburg_ansbach
Q29382890	century_vase
Q5629070	hc
Q366758	vivian_campbell
Q41488531	q
Q42571818	q
Q37322197	q
Q7421558	sara_bard_field
Q899355	pierre_joliot
Q1585479	harleian_collection
Q7351132	robert_williams
Q927261	christophe_lego_t
Q8018932	william_stroudley
Q8988045	nabela_qoser
Q33416992	q
Q27898936	preston_b_whitmore
Q30555490	q
Q37819461	q
Q1422495	p_neptune
Q201676	funeral
Q3392106	playbill
Q37819468	q
Q18589446	bettina_b_umlisberger
Q1713604	marianne_bruns
Q21504140	juan_gomez
Q385258	swiss_people_s_party
Q842486	admiral_of_the_fleet
Q3608492	alberto_orzan
Q28050564	sir_william_robert_grove
Q1684899	kurt_stade
Q750716	chamaephyte
Q1765118	pierre_michel_menger
Q7070	eisenach
Q333417	robert_hobart_th_earl_of_buckinghamshire
Q552581	sap_se
Q478620	aalborg_airport
Coat%20of%20Arms%20of%20Moscow%20%28Soviet%29.jpg	http_commons_wikimedia_org_wiki_special_filepath_coat_of_arms_of_moscow_soviet_jpg
Q732579	henry_ii_of_lorraine_duke_of_guise
Q27554520	q
Q6681626	lorraine_h_morton
Q27562541	q
Q2526023	colony_of_jamaica
Q2411858	pamela_mboya
Q163725	magdeburg_rights
Q13416673	vindatakan
Q16923444	wkk
Q2831161	albert_emon
Q1858592	anthony_ainley
Q48637	ringebu
Q373216	pam_dawber
Q7929512	u_s_bank_stadium
Q5587144	erik_brogren
Q31918932	q
Q982902	arshaguhi_teotig
Q1316224	marc_schaefer
Q17035702	shuanghua_holdings_limited
Q235546	torrey_devitto
Q3426409	ren_jodoin
Q290529	q
Q240386	katri_helena
Q27548515	q
Q1091989	octave_feuillet
Q3934471	riccardo_fossati
Q22043991	q
Q649344	jos_van_der_lans
Q20943969	knn_tower
Q29385602	clavichord
Q32664364	q
Q28125757	maurice_bedot
Q31880233	q
Q49325	albert_schweitzer
Q17338375	portrait_of_isaac_de_l_ostal_de_saint_martin_ca_governor_of_the_dutch_east_indies_and_commander_of_the_garrison_at_batavia
Q4936078	tatjana_angelini
Q49328	peer_steinbr_ck
Q1012026	castels
Q461272	residences_of_the_royal_house_of_savoy
Q2277055	shannon_kenny
Q1232811	dmitry_nelyubin
Q1232816	maiden_castle
Q31964685	q
Flag%20of%20the%20Hungarian%20Communist%20Workers%27%20Party.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_the_hungarian_communist_workers_party_svg
Q1821169	literature_museum
Q327895	d_ghetto
Q2319592	st_josef
3.0	
Q9188204	q
Q18015298	christiaan_bax
Q41919	george_frederick_margrave_of_brandenburg_ansbach
Q15734565	birger_lundqvist
Q41914	manmohan_singh
Q840641	boarnsterhim
Q1258832	donald_cragen
Q840643	ioan_budai_deleanu
Q2370173	alexander_chekalin
Q29453557	nicolaos_kakospitos
Q1060010	godfrey_ii_count_of_louvain
Q237809	jobeth_williams
Q175379	empire_of_china
Q28785021	a_step_in_time_across_the_line_recent_work_by_chee_wang_ng
Q164490	herlev_municipality
Q759624	auferstehungskirche
Q17340233	portrait_of_jan_jansz_starter
Q27539475	q
Q24588446	q
Q29385600	viola_da_gamba
Q27539472	q
Q22132643	spectator
Q455522	linda_mcavan
Q350075	jan_nowicki
Q30172527	q
Q33615062	q
Q30873398	q
Q920584	alan_bridges
Q188973	cliff_burton
Q21408078	jenny_jaeger
Q37423166	q
Q454691	whitney_able
Q27514816	q
Q1095359	fosseuse
Q3114	canberra
Q30171878	q
Q1279261	eberhard_paul
Q3414269	questel
Q2661448	sholom_dovber_schneersohn
Q1626214	theater_krefeld_und_m_nchengladbach
Q225116	maria_of_brabant_duchess_of_bavaria
Q162892	luis_del_sol
Q38091121	q
50534	
Q15632989	heinz_bickmann
Q27575016	q
Q272349	june_haver
Q29385019	a_muslim_pilgrim_learns_a_lesson_in_piety_from_a_brahman_folio_from_a_khamsa_quintet_of_amir_khusrau_dihlavi
Q1373093	eugene_frenke
Q37180090	q
Q5398131	eskilstuna_airport
Q1725837	people_s_union
Q797653	babette_gross
Q8033214	woodrow_wilson_national_fellowship_foundation
Q15632986	klaus_tweer
Q27551097	q
Q27537068	q
Q26241212	alajos_ferencz
Q27537063	q
Q33255126	q
Q15961903	gustav_teves
Q160030	pius_iii
Q27651915	q
Q4312396	q
Q3852643	maurizio_marchei
Q315734	john_houseman
Q315738	wendelstein_x
Q22341838	q
Q27651918	q
Q7526501	sir_edward_acton_rd_baronet
Q23955681	q
Q30047277	q
Q23955687	q
Q23955684	q
Q11967	huesca
Q23955688	q
Q16319320	muhammad_khan_achakzai
Q4069152	q
Q529132	judy_parfitt
Q28017454	t_evans
Q21517082	david_lansbury
Q1945369	
Q212648	rudy_giuliani
Q1067549	roberto_fern_ndez_retamar
Q24116233	constantin_cinpoia_u
Q20513907	q
Q18655535	groep_kuzu_zt_rk
Q371219	european_commissioner_for_external_relations
Q27506673	q
Q27506672	q
Q27212442	geever
Q27506670	q
Q27506677	q
Q18684026	christine_elisabeth_von_barby_und_m_hlingen
Q1144146	japan_socialist_party
Q25465064	dumitru_colori
Q2622781	svyatoslav_vakarchuk
Q27506679	q
Q2490329	tunari
Q3904098	pietro_mosca
Q27507102	q
Q10307317	joaquim_mendes_dos_rem_dios
Q16703248	q
Q15729842	q
Q17350669	jacques_gonnet
Q120342	michelle_hunziker
Q15729841	q
Q18068089	us_tracker
Q3903409	pierpaolo_manservisi
Q42424036	portrait_of_tsar_michael_feodorovich
Q101192	hans_peter_bartels
Q6898373	monastery_of_santa_mar_a_la_real_in_aguilar_de_campoo
Q2318068	ivan_jensen
Q3010447	c_sar_empereur
Q27554761	q
Q12434	bad_honnef
Q12432	michigan_technological_university
Q935834	s_ngeorz_b_i
Q21866877	q
S%C3%B6dra%20sk%C3%A5nska%20gruppen%20vapen.svg	http_commons_wikimedia_org_wiki_special_filepath_s_c_b_dra_sk_c_a_nska_gruppen_vapen_svg
Q1899902	cormorant_township
Q12439	detroit
Q1618950	hiltrud_schwetje
Q1816415	leiva_petersen
Q6172037	jeanne_campbell
Q3080698	france_clidat
Q37055	independence
Q30349408	olivia_gr_goire
Q116114	urs_schwaller
Q30620158	q
Q6772045	marmaduke_furness_st_viscount_furness
Q10898347	q
Q576041	saidat_adegoke
Q576043	sacrobosco
Q3816090	k_ch
Q746059	io_interactive
Q24526485	iglesia_de_santa_eulalia_paredes_de_nava
Q30885155	q
Q19913865	portrait_of_a_man
Q1339029	nikolay_iliev
Q1053996	central_saint_martins
Q14128988	q
Q3045779	j_nberht
Q17319839	still_life_with_a_gilded_beer_tankard
Q27569247	q
Q2670239	taspar_qaghan
Q5714872	ayuntamiento_de_logro_o
Q41979728	q
Q28050568	herbert_kitchener_st_earl_kitchener
Q30231086	q
Q27556598	q
Q173338	cetinje
Q28050588	sir_arthur_wing_pinero
Q28050589	hodgson_pratt
Q24413723	doru_gabor
Q7789072	thomas_dublin
Q18014915	apostolos_kalogiannis
Q23910359	maricel_ni_u
Q1309296	matilda_of_brandenburg_duchess_of_brunswick_l_neburg
Q18907768	q
Q28050587	john_murray
Q17330458	the_annunciation
Q17323323	q
Q130975	robert_a_millikan
Q229764	i
Q42267	spain_national_football_team
Q229766	shohreh_aghdashloo
Q18535047	william_pengree_sherlock
Q1996075	brancacci_chapel
Q3725993	enrico_pionetti
Q945299	constantin_daicoviciu
Q97082	friedrich_mehler
Q24396547	adrian_matea
Q1084319	christof_niehrs
Q549955	jan_eliasson
Q16669282	paul_reverdy
Q1396841	ilia_vekua
Q30887085	q
Q2031664	villa_badoer
Q10858945	q
Q5520884	ganeshrao_nagorao_dudhgaonkar
Q20085699	fran_oise_roch_ramel
Q1182873	q
Q570572	vera_maretskaya
Q19692884	oleksander_golovko
Q12884636	spyridon_dontas
Q6233875	john_francis_charles_th_count_de_salis_soglio
Q19768173	matthew_levering
Q24567302	werdauer_weg
Q946757	cenad
Q24397492	gheorghe_huple
Q926235	jean_paul_van_poppel
Q12726211	c_t_lin_chereche
Q4231259	aleksey_konsovsky
Q3366494	nova_scotia_liberal_party
Q27516413	q
Q1264095	sla_a_deliba_i
Q382765	fritz_reuter
Q17275810	peasants_in_an_inn
Q128976	alec_douglas_home
Q30724569	q
Q27561471	q
Q42399619	bernard_gantois
yuu	yuu
Q345658	vladislav_volkov
Q17522176	ivan_klape
Q30882720	q
Q1318676	celso_battaia
Q3938896	roberto_lerici
Q28042167	unknown_man_formerly_known_as_john_speed
Q10879994	fdg_kinetic_limited
Q40424579	francisco_c_mara_pereira
Q30049739	q
Q2863440	arodys_vizca_no
Q19950344	miguel_mart_nez_dom_nguez
Q28869827	arndt_kohn
Q23896076	q
Q3630723	self_portrait
Q18379108	solar_submillimeter_telescope
Q38689134	rudolf_schumacher
Q4290986	q
Q33512495	q
Q17330090	q
Q30095521	q
Q8618	catholic_university_of_lyon
Q24043633	jonathon_noe_joseph_pines
Q8611	la_spezia
Q8612	andrew_johnson
Q5239949	david_somerset_th_duke_of_beaufort
Q27530995	q
Q24039402	q
Q15622340	pongsatorn_sajjacholapund
Q27981985	gerasimos_konidaris
Q4990336	jessie_wessel
Q1268479	dwight_laing_rogers
Q31148543	q
Q3924622	province_of_milan
Q3405200	caitlin_thomas
Q20643889	rjukan_notodden_industrial_heritage_site
Q5957723	svante_lindqvist
Q534246	angelika_dopheide
Q37456033	q
Q1118884	jean_maurice_dehousse
Q17339391	death_of_euridice
Q23892498	ion_marin
Q104226	rosine_elisabeth_menthe
Q5836468	q
Q24566371	q
Q23892496	ion_cicireag
Q23892490	ion_viorel_rotaru
Q250253	perie_i
Q5301318	douglas_carter_beane
Q40844	breda
Q40840	tampere
Q8962521	francisco_n_ez_rodr_guez
Q1061120	troisgots
Q19300411	josep_griera_i_dulcet
Q17340236	portrait_of_florentius_schoonhoven_poet_in_latin_burgomaster_of_gouda
Q543115	international_skating_union
Q27535139	q
Q7568643	south_texas_junior_college
Q336389	donald_coggan
Q31212288	q
Q2073688	peter_anselm_riedl
Q28865156	q
Q72229	edward_dmytryk
Q6793999	maurycy_pius_rudzki
Q380187	ahmed_mahamoud_silanyo
Q3713605	dona_bailey
Q744093	marie_dominique_simonet
Q380182	albert_reynolds
CH-19	ch
Q16382524	lorents_arushanyan
Q23901760	q
Q14088770	daniel_ortiz_espejo
Q23901762	q
Q28043695	unknown_man_formerly_known_as_cornelius_johnson
Q23901764	q
Q4446736	polina_suslova
Q16646407	jo_l_bruneau
Q28043691	james_stanley_th_earl_of_derby
Q23901768	q
Q23901769	q
Q17327092	man_from_the_island_of_tinos
Q28043698	william_laud
Q694826	tadeusz_stefan_zieli_ski
Q103167	stefan_bosse
Q1930403	michal_hrazd_ra
Q103165	gitta_connemann
Q41007924	ronald_kay
Q103163	abbot
Q27527230	q
Q28150	vejle_municipality
Q981539	paolo_annoni
Q33646301	hugo_verbrugh
Q28154	torslanda
Q17334396	bacchic_scene
Q55418	margarethe_von_trotta
Q123066	zep
Q123060	klaus_jensen
Q637440	lazard
Q123062	jacques_necker
Q17334391	joseph_relating_his_dreams_to_his_parents_and_brothers
68201	
Q33416766	q
Q28049460	henry_d_oyly
Q1307389	malevizi
Q37150819	q
68206	
Q29383853	sheet_gold_decoration_for_a_sword_scabbard
Q1057739	mamoru_nagano
Q2290574	daniele_gastaldello
Q38138280	q
Q38138286	q
Q15850719	thomas_boehm
Q2564908	alexandre_soumet
Q33306403	q
Q188514	tata_motors
Q310046	peter_mandelson
Q7964534	walter_channing
Q28735434	victoria_schweizer
Q1967020	nikolay_bogolepov
Q30721003	q
Q14921947	margaret_buckingham
Q1561545	captain_lieutenant
Q37836	milwaukee
Q29383290	bowl_with_dragons_among_waves
Q16512475	georgios_mitsopoulos
Q1364966	pavol_farka
Q3738105	fabrizio_provitali
Q25162546	crown_hill_memorial_park
Q33301754	q
Q26036552	paolo_tot
Q619	nicolaus_copernicus
Q1280724	reiner_wegner
Q31030003	q
Q27556358	q
Q19911413	portrait_of_an_italian_woman
Q16062084	dimitrios_tsakalotos
Q19911416	lady_guildford_mary_wotton_born
Q617	padua
Q27556351	q
Q4614	university_of_southern_california
Q28052391	three_royal_court_theatre_directors_katie_mitchell_stephen_daldry_ian_rickson
Q2644695	alfred_benninghoff
Q935067	walter_washington
Q27556354	q
Q4613	tongan_pa_anga
Q4612	marlene_dietrich
Q22328182	kris_wouters
Q3632883	baigneurs
Q3632882	les_baigneurs
Q113104	progressive_socialist_party
Q24089233	benone_pletea
Q10615322	q
Q37274669	q
Q24089235	constantin_relu_bra_oveanu
Q1682425	johan_van_boom
Q17322318	the_continence_of_scipio
Q17343214	portrait_of_a_young_lady
Q3981226	tarzan_and_the_castaways
Q16025713	georges_fonbelle_labrousse
Q4966413	bridge_of_awe
Q812296	bayerische_theaterakademie_august_everding
Q27573530	q
Q227981	gregory_vi
Q2291485	s_lcioara
Q5209051	dai_yi
Q16657858	carlo_brasca
Q8922330	bao_zheng
Q27518196	suprematism
Q6459251	lner_class_a_union_of_south_africa
Q10502472	gamla_riksarkivet
Q108856	calhoun_county
Q3836924	lorenzo_crocetti
Q633309	hagen
Q108859	liz_mohn
Q18590449	q
Q392096	grentzingen
Q26698703	ovidiu_marius_duma
Q3311418	michelle_grangaud
Q6132198	james_d_robinson_iii
Q16147961	hildegard_bechtler
Q16381660	q
Q3835620	livio_luppi
Q7201721	plas_newydd
Q27573538	q
Q28044378	james_butler_st_duke_of_ormonde
Q150552	franz_von_papen
Q3323826	duchess_of_palma_de_mallorca
Q26964266	dirk_de_meyer
Q28044375	henrietta_anne_duchess_of_orleans
Q139473	sherbrooke
Q28044370	king_james_ii
Q28044372	john_maitland_duke_of_lauderdale
Q18663763	jean_jacques_bakalarz
Q1511870	gerhard_kaiser
Q549189	sikorsky_aircraft_corporation
Q1610745	luca_ceccarelli
Q33310455	q
Q6757892	marcos_miranda
Q31842848	q
Q190343	central_party_school_of_the_communist_party_of_china
Q4967469	takako_minekawa
Q26272284	tiberiu_p_sconi
Q156822	l_cio
Q19670534	john_agnew_crawford
Q15813082	saskia_esken
Q310686	dionysius_the_areopagite
Q2966264	christophe_girard
Q3499716	paul_fierlinger
Q667175	fernand_baldet
Q18130299	o_b_bird_dog
Q20978595	katharina_sophie_of_legnica
Q9306377	ren_ta_trb_kov
Q16427779	horia
Q707974	isidor_straus
Q16427774	doroban_u
Q31515963	q
Q852546	monarch_butterfly_biosphere_reserve
Q16427771	cri_an
Q39802826	samuel_barker
Q21427937	saint_maurice_tusson
Q3838735	luciano_zecchini
Q30167525	q
Q106482	philippe_noiret
Q33316855	q
Q30335887	daniel_labaronne
Q32272880	q
Q442464	hjalmar_siilasvuo
Q29385739	striding_figure
Q31458564	q
Q2157306	robert_gist
Q1372893	guillaume_levarlet
Q27517419	q
Q222441	fernando_chui
Q33036	demetri_dollis
Q734774	saint_louis_university
Q1554285	walter_n_geli
Q3106900	giorgio_gambino
Q33031	vojislav_ko_tunica
Q3049104	efren_navarro
Q677590	armand_gaston_maximilien_de_rohan
Q276567	zhelyu_zhelev
Q30784081	q
Q2283	microsoft
Q27506946	q
Q2288	tver
Q8274029	hung_hsiu_chu
Q498003	andreas_hesky
Q275033	entertainment_weekly
Q275032	evgenia_shishkova
Q33604994	q
Q3150	jena
Q7897	arles_sur_tech
Q20013130	antonio_garc_a_allut
Q24175722	q
Q3159	kursk
Q21329161	jean_pierre_lestrade
Q32280078	q
Q1610222	diego_caverzan
Q28006357	q
Q534414	angelika_kr_ger_lei_ner
Q534417	new_south_wales_waratahs
Q21292240	hj_rdis_gr_ntoft_raknerud
Q28084111	william_salice
Q1363528	maximos_iv_sayegh
Q6095017	ittiam_systems
Q695722	julian_marchlewski
Q475394	antikensammlung_berlin
P2V-5F	p_v_f
Q22115293	q
Q7001468	luciano_paganini
sum	sum
Q29383844	marble_grave_stele_of_a_little_girl
Q28045023	henry_compton
Q29383842	marble_portrait_head_of_the_emperor_constantine_i
Q17330551	q
suh	suh
Q2192574	europaplein_junction
suu	suu
Q21849417	kamom_dilecta_wolber
Q193670	frantz_fanon
Q1611835	hermann_korn
Q17308889	christodoulos_i_stefanadis
Q33406738	q
Q33515589	q
Q2887039	q
Q6119997	jacopo_sciamanna
Q5820906	karl_henrik_h_gstedt
Q5613535	werner_cronquist
Q524042	marcel_del_pine
Q12315240	hans_barlach
Q16426237	s_ndule_ti
Q4581223	taag_angola_airlines_boeing_crash
Q22582580	no_l_de_saint_pulgent
Q11902193	v_ryytt
Q362071	adolf_helbok
Q55452	vittorio_gassman
Q16426427	cer_t
Q27546636	q
Q37306542	q
Q851890	peter_h_raven
Q25422569	gabriel_de_la_puerta_r_denas_y_maga_a
Q900379	hms_bounty
Q4361554	jurijs_petropavlovskis
Q27517829	q
Q31768414	q
Q4504785	church_of_the_archangel_michael_in_warsaw
Q55208	andrei_konchalovsky
Q1337698	mark_edusei
Q531599	harvey_weinstein
Q1805950	turi_wider_e
Q192183	ritchie_blackmore
Q1798291	sylvi_graham
Q192187	communist_party_of_the_russian_federation
Q192186	fabian_society
Q31882646	q
Q12877837	themistokles_tsatsos
Q18908005	burg_arntz
Q1776246	monasterio_de_santa_mar_a_de_villanueva_de_oscos
555000	
Q1017002	q
Q193630	john_hume
Q2516410	sara_bak
Q193635	alan_greenspan
Q193638	shibuya
Q704665	weissenhof_estate
Q17340541	design_for_a_ceiling_piece_with_aeneas_and_the_four_seasons_in_the_corners
Q3824626	la_toilette
Q17340589	the_finding_of_moses
Q13542172	tudor_vladimirescu
Q471730	arseniy_yatsenyuk
Flag%20of%20Lithuania%201918-1940.png	http_commons_wikimedia_org_wiki_special_filepath_flag_of_lithuania_png
Q17340584	initiation_of_a_new_member_of_the_bentvueghels_in_rome_schildersbent
Q964859	aldo_colombo
Q28910510	van_gogh_in_paris
Q29384472	openwork_furniture_plaque_with_a_grazing_oryx_in_a_forest_of_fronds
Q27546659	q
Q30886340	q
Q27546658	q
Q24037614	giovanni_serra
Q27530058	q
Q21199373	q
Q310895	mayadin
Q7594994	st_olave_old_jewry
Q27512934	q
Q4381159	q
Q27512936	jules_gros
Q55207	nikita_mikhalkov
Q27512933	q
Q3044469	henry_mainwaring
Q2373778	sydney_tafler
Q95532	louis_stromeyer
Q30537766	q
Q27512939	q
Q27512938	q
Q7319778	reza_rezaee
Q31029417	q
Q31029414	q
Q344567	rob_morrow
Q31730064	q
Q33543171	q
Q31953889	q
Q447149	julie_manet
Q29383269	durga_as_slayer_of_the_buffalo_demon_mahishasura
Q3636791	battista_rota
Q344569	old_city_of_baku
Q501153	church_of_nerc_n
Q27516566	q
Q245198	eljko_ra_natovi
Q30902082	q
Q37289044	q
Q296965	ariel_ortega
Q1001685	marigny
Q3561543	minus_minut
Q2946312	ceolnoth
Q26690915	octavian_pavel
Q23689095	louise_abney
Q20503318	jo_nas_tal_man_tas
Q342808	guillermo_amor
Q33165764	justine_damond
Q27534205	q
Q33236997	q
Q20733639	friedrich_wilhelm_schmidt
Q18641028	mihal_turtulli
Q480763	q
Q20788204	julien_potin
Q6021495	q
Q1679630	civic_union
Q31139576	q
Q28044573	henry_brouncker_rd_viscount_brouncker
Q11103861	q
Q1570930	schr_dinger
Q28530461	q
Q2316260	arthemis
Q375371	c_lim_ne_ti
Q27574264	q
Q27547054	q
Q1335292	walter_novellino
Q470062	val_avery
06.1303	
Q317381	abdul_rahman_of_negeri_sembilan
1682-02-24T00:00:00Z	t_z
Q36004273	kristopher_j_preacher
Q2659120	john_gadsby_chapman
Q14586103	henry_c_kellers
Q21518424	zenonas_larnaca
Q21518429	anagennisi_mouttalou
Q151963	museum_island
77170	
Q28914975	josef_federhofer
Q28496223	q
Q15939824	samson_holding_ltd
321061	
Q13637020	rudolf_von_cham
Q2470418	racova
Q188983	giorgos_karagounis
Q49697	liu_song_dynasty
Q27573388	q
Q1691931	johan_carl_kempe
Q1896745	marianna_maksimovskaya
Q58931	harderwijk
Q4427594	q
Q60530	j_r_mie_br_chet
Q17320352	a_shoemaker_s_workshop
Q1069901	puma_swede
Q31767771	q
Q14619165	ancient_rome
L-19E	l_e
Q29382969	vase
Q23774800	kayleigh_brogan
Q31711649	q
Q4109724	q
Q98128	dietmar_petzina
Q285330	kristina_orbakait
Q1353687	strahov_stadium
Q18996	first_minister_of_wales
14219	
Q18994	luise_rainer
Q23930819	marian_zamfir
Q23930813	gelal_oprea
Q23930810	mihail_bobe
Q23930817	grigore_popa
Q23930814	nicu_cristea
Q27614724	guillaume_juffet
Q617539	fran_ois_ponsard
Q7162109	pen_tennyson
Q692902	nicholas_caglioni
Q438689	jasmin_glaesser
Q350508	adam_nawa_ka
Q42329753	paule_braudel
Q5961654	amable_li_n
Q2005566	sima_milovanov
Q2592045	wolfram_engels
PA00088730	pa
Q2848770	andr_c_sar_vermare
Q1142	alsace
Q433532	madge_evans
Q3262043	louis_giry
Q454900	jean_armand_de_bessu_jouls_roquelaure
Q89896	josef_hopmann
Q89890	hans_neuenfels
Q1149	indira_gandhi
Q7704796	terry_mercer
Q3804839	ivano_della_morte
Q668	india
Q358226	gale_bruno_van_albada
Q665	lugdunum
Q40998607	philipp_amthor
Q21499684	brigitte_gullath
Q1076623	richie_faulkner
Q484799	marbella
Q3194241	katsunobu_sakurai
Q3459517	stuart_hall
Q1250133	people_s_party
Q27533364	q
Q33114026	daniel_lacroix
Q27537513	q
Q1673282	irving_ravetch
Q248018	isaccea
Q27537516	q
14217	
Q28028166	csoma_archive_of_the_library_of_the_hungarian_academy_of_sciences
Q5057694	beica_de_jos
Q1522184	giacomo_tedesco
Q22115245	joseph_s_dream
Q2856175	riccardo_saponara
Q8965713	terry_hu
Q3846184	marco_gorzegno
Q10521841	hemsj_church
Coat%20of%20arms%20of%20Helmut%20Dieser.svg	http_commons_wikimedia_org_wiki_special_filepath_coat_of_arms_of_helmut_dieser_svg
Q324206	university_hospital_heidelberg
Q27535912	q
Q27535914	q
Q27554936	q
Q27535916	q
Q919206	gilbert_roland
Q1352553	showtaro_morikubo
Q27212132	sterreichs_nationalfeiertag_austria_s_national_holiday
Q37296196	q
Q27212136	in_unserem_sov_renem_sterreich_in_our_sovereign_austria
Q433548	marie_i_de_coucy_countess_of_soissons
Q298521	saul_kripke
Q22829058	q
Q3645714	bruno_crola
Q22829001	the_travels_of_cornelis_de_bruyn
Q30619606	q
Q1594086	free_minded_national_association
Q309840	francis_gary_powers
Q309843	ja_rule
Q2673879	eveline_herfkens
Q5236704	david_lloyd
Q28044578	thomas_burnet
Q5413089	harry_harkimo
Q7923262	vesna_ter_eli
Q202025	duke_paul_wilhelm_of_w_rttemberg
Q3645843	bruno_midali
Q432637	george_washington_university
Q1136788	fabrizio_di_mauro
Q507368	denis_alibec
89317	
Q515750	mircea_rednic
Q30055498	q
Q1262731	louis_philippe_comte_de_s_gur
Q30158821	q
Q3939078	roberto_quadalti
Q1251496	charles_maurice_donnay
Q33239107	q
Q26997889	q
Q2536084	cire_u
Q1741404	klaus_bodin
Q20528442	yves_rosseel
16148	
Q683618	mauro_pagani
Q16657593	q
Q217155	confolens
Q65126	gregor_gysi
Q20581223	laura_j_van_t_veer
Q542886	j_rgen_ingmann
Q27531197	q
17238	
Q11530137	hitoshi_matsushima
52404	
52405	
Q3299364	matsudaira_yorishige
Q30766870	q
Q12032554	q
Q27568018	q
Q1386138	mikhail_kravchuk
Q10292072	q
60532	
Q33139492	q
Q27568016	q
Q688932	landau_institute_for_theoretical_physics
Q17319717	a_musical_company
Q3209192	la_foule
Q17319715	country_inn
Q19757549	sara_headley
Q922263	broadcast_film_critics_association_award_for_best_director
Q17319711	italian_landscape_with_ferry
Q4351179	q
Q10501	nigel_mansell
Q68492	yvonand
Q1813075	hadsten_kommune
Q27955341	adolfo_ramon_canecin
Q157183	fernand_l_ger
Q283998	arizona_state_university_art_museum
Q27990533	marek_e_tok
Q31368118	rainer_funk
Q431656	hazel_scott
Q33250755	q
Q1738018	keiran_lee
Q38149045	q
Q643412	parliament_of_finland
Q26986299	isabel_de_alderete_y_urbina
Q38096773	q
Flag%20of%20Saint%20Lucia%20%281939-1967%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_saint_lucia_svg
Q1281314	eckart_cuntz
Q2468251	legion_of_honor
Q38096778	q
Q11725273	jerzy_p_kala
Q6780101	mary_livingstone
Q580750	conscription
Q42529341	leonora_selmer
Q7524965	sinotrans_shipping
Q22988857	venus_in_the_vulkan_forge
Q3421169	raymond_tschudin
Q714661	chad_lowe
Q501446	prince_andrew_of_yugoslavia
Q29385465	doorway_from_the_church_of_san_nicol_san_gemini
Q7060144	northwest_airlines_flight
Q29385463	bow_brooch
Q38283471	erich_schalscha
Q29385460	tapestry_with_the_annunciation
Q7142336	pasquale_lattanzi
Q28722650	nivala_city_council
Q31516372	q
Q5393546	ernest_may
Q65786	philip_marheineke
Q7915217	vantile_whitfield
Q207548	obafemi_martins
Q30064265	q
Q5497097	frederic_m_wheelock
Q20502124	alon_blue_square_israel
Q27538857	q
Q38309511	alexandra_haberkamp
Q7926377	victor_sutherland
Q23661	wellington
Q23666	great_britain
Q12873815	q
Q12873816	antonios_oikonomou_archaelogist
Q650840	philadelphia_phillies
Q3852953	mauro_vigorito
Q151556	richard_owen
Q367368	cesare_bovo
Q27543904	q
Q425980	f_albert_cotton
Q277540	chan_chan
Q1857132	vue_de_toits
Q822421	bernard_fitzalan_howard_th_duke_of_norfolk
Q7599762	stanley_maddox_rumbough_jr
Q1045495	giuseppe_barbieri
Q822424	lucien_bossoutrot
Q27514351	q
Q20510352	q
Q1096309	claude_carloman_de_rulhi_re
Q16912661	xanthos_letoon
Q27538851	q
Q31206382	q
Q2284236	brian_henson
Q1884129	cic_ne_ti
Q28848574	henri_lema_tre
Q200460	jayne_meadows
Q17023391	q
Q1922653	earl_of_strathearn
Q17023394	technovator_international_limited
Q23955941	q
Q15473625	nguy_n_xu_n_thu
Q23955943	q
Q436057	huub_stevens
Q24114171	cristian_telehoi
Q436052	alte_nikolaischule_leipzig
Q69361	stefan_mappus
Q23955948	q
Q6499092	laura_kolbe
Q22807316	q
Q27555188	q
Q24114179	constantin_radu
Q156214	max_jacob
Q69366	willy_hellpach
Q30084023	q
Q30084025	q
Q1003813	china_pacific_insurance
Q27992391	q
Q13037939	cetariu
Q29383588	paris
Q165662	elburg
Q30869465	q
Q20859567	lazaros_th_metaxiotis
Q1497336	embassy_of_yugoslavia_berlin
Q2830898	albert_f_lix_th_ophile_thomas
AD-4	ad
AD-5	ad
AD-6	ad
AD-7	ad
Q162754	chancellor_of_the_duchy_of_lancaster
Q42156	henri_bergson
Q162753	sophie_marceau
Q3271581	l_once_deprez
Q27898894	yoshimichi_tamura
Q31810070	q
Q20993847	adolphe_florimond_de_verg_s
Q178799	benedict_ix
Q159386	rothschild_family
Q25951768	du_u_c_prar
Q21211401	q
Q1904313	martin_krause
Q373532	michail_stasinopoulos
Q25951763	irina_onescu
Q25951761	ioan_turcin
Q25951760	petru_r_u
Q25951767	ioan_pintean
Q21030820	cristian_raileanu
Q18518741	ji_ulvr
Q169030	zden_k_m_cal
Q46135	cr_teil
Q15432808	erich_thilo
Q11989309	michelle_schumacher
Q33315267	q
Q27561814	q
Q28731557	axeon_hagens_berman
Q313130	emiliano_moretti
Q46139	man_ray
Q46138	uscgc_burton_island
Q1709639	lothar_fichtner
Q5349267	eiko_tanaka
Q459439	unter_uns
Q709240	carl_westman
Q30552489	q
Q185777	alexis_carrel
Q185770	posidonius
Q709248	wang_xiaobo
Q27533884	q
Q96806	rupert_neudeck
Q37281486	q
Q20907959	wooded_landscape_with_a_pond
Q27530190	q
